"Objective_function","Main_InitAge_4","Main_InitAge_3","Main_InitAge_2","Main_InitAge_1","Main_RecrDev_1992","Main_RecrDev_1993","Main_RecrDev_1994","Main_RecrDev_1995","Main_RecrDev_1996","Main_RecrDev_1997","Main_RecrDev_1998","Main_RecrDev_1999","Main_RecrDev_2000","Main_RecrDev_2001","Main_RecrDev_2002","Main_RecrDev_2003","Main_RecrDev_2004","Main_RecrDev_2005","Main_RecrDev_2006","Main_RecrDev_2007","Main_RecrDev_2008","Main_RecrDev_2009","Main_RecrDev_2010","Main_RecrDev_2011","Main_RecrDev_2012","Main_RecrDev_2013","Main_RecrDev_2014","Main_RecrDev_2015","Main_RecrDev_2016","Main_RecrDev_2017","Main_RecrDev_2018","Main_RecrDev_2019","Main_RecrDev_2020","SSB_Virgin","SSB_Initial","SSB_1992","SSB_1993","SSB_1994","SSB_1995","SSB_1996","SSB_1997","SSB_1998","SSB_1999","SSB_2000","SSB_2001","SSB_2002","SSB_2003","SSB_2004","SSB_2005","SSB_2006","SSB_2007","SSB_2008","SSB_2009","SSB_2010","SSB_2011","SSB_2012","SSB_2013","SSB_2014","SSB_2015","SSB_2016","SSB_2017","SSB_2018","SSB_2019","SSB_2020","SSB_2021","SSB_2022","SSB_2023","SSB_2024","SSB_2025","SSB_2026","SSB_2027","SSB_2028","SSB_2029","SSB_2030","SSB_2031","SSB_unfished","SSB_Btgt","SSB_SPR","SSB_MSY"
329.273,0.0620586,0.625959,1.05318,1.44168,1.0162,1.32423,1.17064,0.652583,0.62307,0.156888,-0.0767819,-0.539723,-1.20586,-1.02623,-0.550509,-0.49043,-0.39274,-0.38542,-0.576802,-1.04369,-1.14752,-0.626758,-0.500445,-0.41189,-0.184934,-0.0362847,0.362921,0.314045,0.513941,0.467975,-0.121925,-0.238189,-0.229246,611992,611992,665464,808103,1094960,1236030,1339810,1392830,1279690,1119750,913423,701630,496976,313687,178733,137814,141342,155669,173343,172210,147137,114627,113267,134798,157818,203134,259051,351268,438406,520863,573353,536228,471297,284539,232634,223061,212873,200344,185673,172903,163722,158073,611992,244797,232051,149044
333.865,0.39904,1.03213,0.946149,1.48727,1.371,1.25231,1.0521,0.793174,0.44262,0.114845,-0.379733,-0.599575,-1.23056,-1.0012,-0.549624,-0.538312,-0.387603,-0.588983,-0.390537,-0.803437,-0.743682,-0.465087,-0.347021,-0.0434655,0.0395958,-0.130853,0.241816,0.205046,0.354494,-0.0146327,-0.18447,-0.806146,-0.526673,625517,625517,828340,960651,1222220,1459670,1550640,1504400,1368090,1171580,930826,688322,471835,294036,167592,131540,135376,151038,159919,167702,159832,144643,152582,179177,226732,294494,333905,386746,435548,478512,473135,428064,361011,212641,181446,181053,156406,128151,103161,84738.9,72895.1,65947.9,625517,250207,233095,147611
331.032,0.0967109,0.509985,1.08838,1.13073,1.14921,1.29043,1.07606,0.676557,0.599547,0.131525,0.0438625,-0.695568,-1.10875,-1.0283,-0.662758,-0.698282,-0.380362,-0.458847,-0.655268,-0.946135,-0.931011,-0.473817,-0.404534,-0.149366,-0.135925,0.0943231,0.321006,0.316016,0.529981,-0.0669967,-0.621502,-0.986403,1.3495,650679,650679,691593,845277,1048550,1207070,1360040,1406610,1300110,1150270,944005,742950,531346,339686,201161,153399,147521,165089,184932,180645,159371,137990,149834,179753,220717,276173,343685,436095,518851,601759,592051,495256,402026,542080,878395,1062600,1154150,1262300,1382020,1478810,1548600,1598750,650679,260272,260874,145104
339.204,0.204538,0.734112,1.03942,1.25963,1.26128,1.20986,1.23593,0.346661,0.435284,0.0582678,-0.198317,-0.958407,-1.12506,-0.830015,-1.14871,-0.927947,-0.362156,-0.58332,-0.448821,-0.950524,-1.12942,-0.530989,-0.454046,-0.0606954,0.12496,0.114632,0.400753,0.0100473,0.426628,0.244505,-0.133453,0.233558,0.501814,660512,660512,762977,914712,1142240,1343660,1460980,1518470,1355300,1130970,903870,687645,468587,289220,175930,127705,118890,147146,164864,167831,153880,128040,137806,169063,218992,302580,384108,494362,552144,617544,652577,609002,594093,510557,527705,547320,559468,574272,592168,607388,618079,624400,660512,264205,294789,183382
343.174,0.427052,0.855981,1.08248,1.33506,1.40495,1.16647,1.0235,0.662656,0.650458,0.150187,-0.560227,-0.654516,-1.41484,-0.919643,-0.863957,-1.16389,-0.484904,-0.64113,-0.425468,-0.835116,-0.950032,-0.620066,-0.502001,-0.384548,0.0322106,0.272011,0.608957,0.0499837,0.0650303,0.368602,-0.131311,-0.205717,0.601777,638067,638067,805395,961348,1193670,1429910,1518590,1467110,1318300,1162660,953973,700328,472143,288072,164456,133217,125644,138824,151202,158839,152332,134164,139182,162805,188898,258504,367653,533229,616351,636845,673081,637476,568399,461162,508971,550426,571929,590985,609169,623153,632812,638356,638067,255227,327928,224809
331.47,0.357541,0.591666,1.1806,1.39133,1.4904,1.46152,1.27455,0.696974,0.729277,0.137023,-0.0293867,-0.639429,-1.07246,-0.845366,-0.434256,-0.665491,0.00105423,-0.644904,-0.380067,-0.781177,-0.784619,-0.691247,-0.614338,-0.632352,-0.462468,-0.338548,0.155229,0.00678719,0.185634,0.143371,-0.663571,0.121472,-0.244752,563476,563476,650718,798740,1048740,1301910,1481810,1516240,1362200,1175520,942149,710895,491179,305268,177899,141250,128984,154795,164150,160718,146650,124871,115685,119735,126239,151746,181612,242015,293137,335141,358687,319071,309502,234872,198652,190038,175845,161811,147293,134963,126199,120886,563476,225390,198194,142748
340.424,0.184056,0.589879,1.067,1.13306,1.3401,1.42245,0.99646,0.787323,0.708861,0.112442,-0.30881,-0.427228,-1.14597,-1.12449,-0.717397,-0.437303,-0.0699079,-0.495091,-0.419575,-0.949582,-0.758676,-0.63087,-0.381626,-0.539294,-0.303591,0.0813773,0.238884,0.165671,0.337463,0.244098,-0.560415,-0.60617,0.466871,588938,588938,651121,780787,954778,1154380,1352680,1362020,1242290,1110920,904332,669481,465747,294497,162271,114461,119838,159516,177082,174262,152960,131511,129219,148629,162872,195134,255999,332540,388366,436131,457607,403572,337200,275212,330747,370497,387967,401644,415525,427105,435804,441704,588938,235575,217476,143507
338.399,0.438932,1.03546,1.19714,1.54905,1.39562,1.32577,1.31305,0.746875,0.57175,0.599366,-0.100498,-0.791716,-1.26173,-0.800151,-0.69673,-0.522343,-0.313434,-0.343561,-0.516569,-0.87484,-0.830878,-0.629999,-0.463029,-0.452348,-0.110317,0.0102794,0.224509,0.169721,0.366581,-0.268407,0.187139,-0.931059,-1.22364,540795,540795,725568,894186,1156320,1350080,1423720,1433900,1302460,1104430,926354,722260,488084,291279,164248,123942,131846,155523,173264,170796,151674,132355,132334,149114,165645,211692,270676,344284,410199,479007,471792,456715,397119,211895,126214,118361,83042.7,50068.1,24794.1,11593.1,5457.54,2399.84,540795,216318,245150,154242
331.761,0.299834,0.76296,1.10246,1.44144,1.3386,1.33953,1.19116,0.742373,0.678561,0.163324,-0.403329,-0.433878,-1.0096,-1.08305,-0.700774,-0.747006,-0.458324,-0.312272,-0.378333,-0.888512,-0.998656,-0.7416,-0.805324,-0.454405,-0.157803,0.0093735,0.355176,0.142201,0.494608,-0.128242,0.0335814,-0.784023,0.389958,568820,568820,677558,817175,1070920,1275780,1391220,1403710,1278890,1116600,901222,659170,451195,285685,158824,115580,112770,125716,148574,159263,143802,117640,111030,114045,129764,177980,235930,322561,392840,478960,489687,459447,397890,291392,329429,359992,371893,381607,390060,396303,400920,404032,568820,227528,239022,139905
334.235,0.518909,0.809281,1.31793,1.61191,1.38778,1.34078,1.22844,0.720334,0.692653,0.415514,-0.254319,-0.58456,-1.18423,-0.957123,-0.683221,-1.03368,-0.473864,-0.478754,-0.502666,-0.789803,-1.21386,-0.64414,-0.464555,-0.277498,0.107369,0.231934,0.242809,-0.0747945,0.259705,-0.039773,-0.533931,-0.245204,-0.449379,567935,567935,726462,924161,1254460,1464440,1534110,1511970,1354390,1168530,967612,732243,500081,308917,174195,132888,122528,133828,151547,154418,143185,115696,114277,138636,168049,233702,319596,403795,445559,498996,513863,456581,410697,265176,212531,196897,181463,159685,133083,111525,96568.2,86679.8,567935,227174,278936,185855
325.855,0.411295,0.572595,1.31306,1.50208,1.50035,1.4168,1.17623,0.783037,0.605782,0.285462,-0.0598421,-0.8712,-1.0535,-0.86134,-0.708138,-0.633942,-0.383617,-0.407792,-0.464423,-0.913874,-1.11447,-0.753963,-0.616915,-0.696446,-0.217458,-0.090452,0.138123,0.27416,0.271067,0.186174,-0.328647,0.0546424,-0.314825,570883,570883,666677,855369,1162050,1419400,1557320,1534960,1375710,1175820,949004,723688,490726,299944,173797,129149,125518,141293,158992,162338,144594,114895,106786,118314,125569,163498,215220,279694,359137,430286,465932,433925,413888,286998,228609,203378,190983,176236,157877,141598,129699,122055,570883,228353,235252,135070
329.801,0.225434,0.635814,1.16335,1.53806,1.28679,1.40505,1.27951,0.741024,0.620637,0.26497,-0.22036,-0.738742,-0.912132,-0.966925,-0.693989,-0.440161,-0.103669,-0.746989,-0.497617,-0.901081,-0.855721,-0.594635,-0.628735,-0.444399,-0.176279,-0.174521,0.182085,0.447421,0.552898,0.231703,-0.432083,-0.475744,-0.570963,584515,584515,661065,820699,1137390,1346300,1471170,1514340,1383310,1187840,961223,721981,489304,307821,179789,130156,127580,157284,161498,152860,136183,115843,115981,125658,142345,188410,232031,294131,385175,475647,497585,434229,364070,202576,165586,165247,143102,113348,88516.4,70976.4,60140.8,54108.2,584515,233806,209987,146761
327.173,0.426291,0.59869,1.1941,1.34883,1.29636,1.21229,1.22239,0.514753,0.312847,0.0909637,-0.331022,-0.720006,-1.21604,-1.03316,-0.538269,-0.447111,-0.25496,-0.524132,-0.564023,-0.961457,-0.7772,-0.517919,-0.492329,-0.319641,-0.0241025,-0.096653,0.441792,0.199668,0.441295,0.639248,-0.465956,-0.63077,-0.0247561,671858,671858,791566,978436,1260660,1473090,1570690,1600540,1441280,1191970,942260,707129,487706,306256,178430,140719,146385,172128,187739,184375,162777,143096,149294,168632,197388,261367,315308,406836,469092,516386,580075,531487,434858,273587,258338,267618,266300,261716,255416,249524,245393,243113,671858,268743,233271,176253
338.543,0.102632,0.485381,1.19228,1.38397,1.46057,1.22803,1.28411,0.588516,0.39889,0.136957,-0.277031,-0.807188,-1.42066,-0.775001,-0.733444,-0.731724,-0.493672,-0.699401,-0.914102,-0.991616,-0.937373,-0.485408,-0.29442,-0.0298806,0.167721,0.268232,0.558311,0.497946,0.748906,0.705932,-0.497176,-0.961403,-0.158884,633304,633304,670793,852977,1152240,1434570,1555780,1584720,1433190,1192130,943486,706662,479774,289349,171104,142958,150084,164248,166343,148552,130089,118144,134541,170571,219566,303294,404745,551274,688035,828172,913121,802089,617226,312760,255780,248836,242028,226456,205230,185966,171729,162212,633304,253322,298471,193379
328.365,-0.0763703,0.59297,1.01046,1.21025,1.31405,1.17699,1.07949,0.509943,0.391567,0.126274,-0.318663,-0.754554,-1.41461,-0.886003,-0.677557,-0.898402,-0.46677,-0.548468,-0.823546,-0.824734,-0.844672,-0.48046,-0.495099,-0.0350831,0.1373,0.27345,0.39136,0.483301,0.636266,0.423284,-0.0396628,-0.221459,0.0491649,706451,706451,740828,899954,1146320,1398310,1539110,1552680,1398280,1186220,961776,733068,509630,317577,191842,157678,150565,164608,182763,173856,160044,150409,166737,192885,248138,344366,449670,560336,666076,766973,800342,736461,647869,414033,363311,354398,350947,346101,339620,333092,327836,324321,706451,282580,290878,167167
333.2,0.477404,0.8252,0.853315,1.28184,1.35367,1.15989,1.21579,0.516229,0.535698,0.274693,-0.420279,-0.674129,-1.31293,-0.943379,-0.673987,-0.540369,-0.271937,-0.400789,-0.542766,-0.90081,-0.886737,-0.567683,-0.246598,-0.364033,0.122053,0.0238122,0.276483,0.262299,0.545385,0.493368,-0.5712,-1.03728,0.137786,616836,616836,780003,864816,1051070,1275100,1379270,1409550,1275950,1090870,898069,674125,456544,277987,156548,120753,129027,156794,176829,174819,155667,134173,137884,172743,201661,269405,334918,406464,470203,546845,602061,534977,419825,278763,297766,322399,331641,334561,334649,333729,333193,333216,616836,246734,242040,137587
335.73,0.146571,0.415246,1.29152,1.36256,1.48015,1.06841,1.23452,0.717115,0.495541,0.305103,-0.167605,-0.751138,-1.01734,-0.88937,-0.853693,-0.727394,-0.251208,-0.560901,-0.493658,-0.795711,-0.774897,-0.883051,-0.372411,-0.316589,-0.0683683,0.00849329,0.275963,0.256894,0.517537,0.174988,-0.116952,-0.277162,-0.433162,586035,586035,617344,807484,1085840,1340040,1401210,1390680,1279740,1094550,890871,680752,464006,287334,166855,119372,112918,139967,154769,152121,141041,127721,118496,138149,169774,222689,279917,357895,432746,517542,542953,498767,442194,255687,194084,189003,168716,146586,122841,104259,91662.7,83794.6,586035,234414,238644,134926
326.771,-0.18457,0.504492,1.21273,1.33186,1.25049,1.24559,0.905223,0.639196,0.515983,0.0963478,-0.486927,-0.844033,-1.0768,-0.998765,-0.719461,-0.556213,-0.323278,-0.377729,-0.442969,-0.958327,-0.953515,-0.394231,-0.325386,-0.266967,-0.122748,0.0610724,0.376427,0.246873,0.541845,0.363631,-0.163787,-0.39196,0.29591,670712,670712,675528,888597,1193750,1405490,1521600,1476140,1320330,1150650,936058,694257,466224,291755,172503,131851,136846,163627,189297,197385,177372,149147,161410,196659,229815,281396,344517,437135,505572,577200,612567,562821,488361,345820,360235,378789,387967,398086,407740,415003,419957,422974,670712,268285,251036,161702
335.591,0.325785,0.671202,1.02799,1.32449,1.24516,1.3638,1.38239,0.710929,0.445731,0.259941,-0.355501,-0.771474,-1.40394,-1.14989,-0.627568,-0.774821,-0.393603,-0.419067,-0.588424,-0.947997,-0.896909,-0.557519,-0.720028,-0.389359,0.0385322,-0.122849,0.259195,0.195316,0.342951,0.2295,-0.582127,0.159351,0.718815,620561,620561,724428,851965,1084990,1277290,1432930,1551680,1451130,1222910,980430,732677,494300,298418,161577,127612,133174,152599,171648,170374,151704,133338,141538,151608,170912,241472,301311,380423,463082,543161,585333,524635,499901,463003,534113,573716,596775,631358,668613,698982,720087,732409,620561,248225,276755,172320
332.156,0.117798,1.02497,1.31503,1.42848,1.33639,1.40005,1.21436,0.661209,0.453033,0.221102,-0.289404,-0.756669,-1.16938,-0.856124,-0.597634,-0.356511,-0.289196,-0.552965,-0.541064,-0.875419,-1.01012,-0.674547,-0.668421,-0.388235,-0.196824,0.0705632,0.389348,-0.0466819,0.335465,0.0959999,-0.813697,0.0717322,-0.0526348,617540,617540,772146,1023580,1301260,1484430,1605280,1615750,1445820,1208750,964774,723000,490818,303237,179196,139640,147001,168218,176119,170805,152797,125840,120114,129209,152013,201898,268175,363996,407674,443827,452454,385566,362104,267698,238688,230914,222086,211366,199668,189748,182795,178638,617540,247016,225663,151022
327.727,0.331256,0.741277,1.24429,1.4639,1.19376,1.28572,1.36507,0.650338,0.530968,0.0487199,-0.0797221,-0.573946,-1.25337,-0.699379,-0.76304,-0.60256,-0.337569,-0.431194,-0.623101,-0.815332,-0.789193,-0.644151,-0.710565,-0.546336,-0.311073,-0.184292,0.145675,0.0488562,0.30501,0.244776,-0.658823,0.306056,0.117976,596971,596971,713181,902506,1191220,1346770,1421650,1494020,1377280,1166040,917866,691806,484470,301371,181332,135956,126619,142335,160577,156944,141144,125836,124998,129476,139824,177851,221819,286079,341387,401249,441821,397042,397820,320071,295461,284873,280697,277513,273810,270127,267081,264943,596971,238788,224098,143751
340.646,0.202532,0.738888,0.876159,1.06679,1.31777,1.33645,1.04706,0.596365,0.548956,0.021979,-0.290999,-0.719912,-1.58973,-1.09586,-0.625782,-0.732666,-0.425802,-0.468833,-0.487724,-1.05705,-1.098,-0.628197,-0.585069,-0.417592,0.0496262,-0.00694044,0.56426,0.438044,0.728582,0.751892,-0.514827,-0.336111,0.795733,668502,668502,771611,879570,1032580,1255910,1463870,1497940,1353100,1175010,947133,710516,490666,298040,163869,126816,125682,142310,163242,171225,152147,122844,124483,144165,169493,241516,313547,438951,552383,664003,754346,677187,569163,458840,571535,632208,669556,730316,793973,843222,878492,902314,668502,267401,248936,166607
340.458,0.153783,0.425877,1.17009,1.42448,1.56015,1.15088,1.02896,0.472741,0.658323,0.142517,-0.105267,-0.601916,-1.57219,-0.924061,-0.875363,-0.866164,-0.584561,-0.604079,-0.500609,-0.749922,-1.16936,-0.563338,-0.67476,-0.143711,0.151373,0.324314,0.332726,0.143004,0.369306,0.36023,-0.766346,0.233465,0.599423,648092,648092,684310,858856,1183050,1526880,1635020,1555900,1351330,1170260,961752,740872,524840,324791,187496,141284,135776,146526,157601,163726,159455,134485,137845,154743,196038,285440,394312,499759,564402,626861,669280,587045,552283,483821,529817,559197,575821,599850,626509,648195,663109,671517,648092,259237,296434,188472
337.427,0.393002,0.717584,1.30975,1.65185,1.45414,1.26136,1.06514,0.625745,0.461073,0.130229,-0.193028,-0.467176,-1.40671,-0.628145,-0.53931,-0.626218,-0.106069,-0.318689,-0.549504,-0.951855,-1.17485,-0.411299,-0.727582,-0.38902,-0.199956,-0.12708,0.240445,0.311739,0.325755,0.242288,-0.780576,-0.647262,0.0542322,585876,585876,706667,911024,1283290,1541030,1593830,1506570,1313880,1098270,868690,651144,455460,280108,167971,135845,127871,154797,181942,177523,150528,114712,118643,129050,145606,191174,237370,306385,381457,436095,453778,389535,317499,224259,236599,246492,248492,245107,239096,233564,229945,228127,585876,234350,212151,144378
331.137,0.356709,0.712134,1.19058,1.41205,1.38117,1.21998,1.03,0.922834,0.411292,0.420351,-0.170411,-0.680077,-1.06157,-0.832202,-0.763823,-0.740208,-0.381854,-0.495502,-0.43469,-0.961599,-0.784511,-0.605512,-0.755799,-0.580236,-0.287195,-0.214309,-0.0151279,0.365914,0.299905,-0.0179536,-0.423124,0.05139,0.431387,586618,586618,699015,864568,1125400,1340110,1421080,1372580,1276590,1104480,908174,701549,482190,300417,177166,132466,126111,143580,159229,163544,146937,129737,133202,137375,144159,183110,226641,278345,373180,462107,481546,434827,419254,354237,376900,393918,403560,415041,426634,435636,441759,445396,586618,234647,249758,148458
341.048,0.0277477,0.440283,1.06654,1.27948,1.42579,1.2037,1.28368,0.712556,0.741891,0.159251,-0.334514,-0.708645,-1.45471,-1.03424,-0.800872,-0.905916,-0.0685431,-0.681084,-0.316069,-0.850444,-1.06711,-0.618003,-0.60179,-0.328485,-0.0827615,-0.0376026,0.455949,0.21543,0.635064,0.331948,-0.0940719,-0.192962,0.198521,627804,627804,646271,788644,1039820,1310990,1446960,1500500,1397170,1240430,1016300,756272,514785,314018,175428,128218,119352,164023,181788,183610,172191,143660,141424,156757,184225,243301,304394,414702,502313,609547,658904,607325,539223,398439,380195,385627,390214,392982,394818,395584,395668,395525,627804,251122,262727,153653
331.13,0.372856,0.525448,1.07556,1.16581,1.32835,1.33583,1.1352,0.496418,0.621785,0.0201443,-0.319024,-0.738582,-1.29335,-0.96315,-0.65172,-0.515536,-0.130626,-0.634379,-0.699676,-1.0502,-1.03772,-0.468648,-0.551776,-0.301253,-0.178436,-0.153014,0.398576,0.286821,0.389964,0.414768,-0.054224,0.147657,0.0261395,682218,682218,777299,924532,1139200,1369190,1560020,1602810,1431940,1239080,1002730,749832,517354,324298,192646,149034,149958,186839,200567,184890,157068,129149,139821,163194,193738,247240,295971,392623,478583,537913,575533,546680,522636,378487,327134,309117,302126,296882,291732,287204,283528,280912,682218,272887,245354,169443
334.571,0.0496427,0.668674,1.17246,1.45383,1.52141,1.44108,1.25646,0.440207,0.63284,0.0773012,-0.21324,-0.704356,-1.3537,-0.969818,-0.718239,-0.718534,-0.32303,-0.444791,-0.75777,-0.874175,-0.909039,-0.577825,-0.446276,-0.408049,-0.361093,-0.463863,0.181043,-0.113626,0.355957,0.195561,-0.0716083,0.0494933,0.933059,630536,630536,693121,880292,1195350,1507320,1700820,1722110,1499900,1258760,1003950,750208,516355,318400,182522,134628,123668,141741,163433,155560,136836,119426,124618,147805,170840,204347,226249,289924,338426,403465,448730,437630,429852,446415,561833,631284,668727,712671,762361,803135,833066,854770,630536,252214,231654,153504
338.273,0.296511,0.457278,1.09887,1.21202,1.23265,1.11836,0.832512,0.342138,0.211785,-0.13634,-0.0513774,-0.912064,-1.40368,-1.1096,-0.858519,-0.705006,-0.495522,-0.317951,-0.474533,-0.870628,-1.08102,-0.62236,-0.556199,-0.174073,0.0131376,0.161989,0.387338,0.485358,0.639226,0.0721216,-0.0251457,0.616632,0.616104,782675,782675,860752,1046340,1326470,1559070,1670930,1608350,1397160,1162430,919581,728121,525238,331707,195197,146086,145663,167823,205912,224393,209794,177542,175590,197704,248542,335078,428730,539725,648848,749790,739861,672181,735825,659622,652350,653041,664502,695078,733278,766981,793287,812213,782675,313070,288304,185948
338.983,0.0968496,0.741662,1.37875,1.51772,1.42882,1.33483,1.08405,0.567234,0.557441,-0.2115,-0.0558693,-0.611843,-0.989972,-0.820242,-1.1942,-1.06054,-0.511316,-0.493706,-0.541513,-0.883071,-1.22371,-0.554654,-0.516218,-0.132106,0.0275005,0.0367821,0.0762148,0.173313,0.406895,0.13088,-0.631567,0.401152,0.471946,607359,607359,690363,942215,1284190,1521220,1618310,1561900,1360080,1148100,887939,662241,464664,296152,178886,129046,117663,135599,154506,154769,140503,114410,122014,147760,184754,250058,317878,389010,476687,597632,656793,588911,579525,474492,462226,462122,465941,474280,480641,482526,481546,479435,607359,242943,322321,224404
332.456,0.0539019,0.526958,1.08541,1.38929,1.43298,1.26812,1.15907,0.599845,0.521614,0.0377283,-0.200017,-0.683813,-1.19142,-1.17733,-0.971353,-0.806143,-0.461003,-0.467318,-0.492252,-1.08093,-1.13233,-0.769461,-0.771713,-0.429011,-0.121976,0.0739397,0.409955,0.602479,0.680901,0.0910608,-0.132776,0.240729,0.714867,614888,614888,650416,797955,1078910,1352700,1486880,1487450,1332420,1132800,898710,672697,463040,286013,155176,110108,114915,135580,149817,151373,132348,106039,104090,113076,130742,180851,247299,352379,508699,681205,719496,648856,614677,497522,534231,564892,587533,620549,655882,683361,700878,709774,614888,245955,291581,190156
329.357,0.244913,0.429396,1.20993,1.26272,1.31045,1.33025,1.25087,0.938432,0.612941,0.442388,0.0664508,-0.550515,-1.10443,-0.876105,-0.527981,-0.541329,-0.346559,-0.362355,-0.596297,-0.819929,-0.927261,-0.712207,-0.70002,-0.438358,-0.1807,-0.147142,0.0345877,-0.0240532,0.254412,-0.00828539,-0.351016,-0.432114,0.258924,540640,540640,584089,727989,938364,1111900,1239450,1290380,1231490,1084770,897625,703631,493622,306539,174362,134415,135503,150105,166545,161548,142970,120521,114005,118585,133864,177538,219914,267632,311774,371030,398117,370819,334751,271268,297681,318503,325802,328850,330308,331132,332042,332986,540640,216256,227928,134281
327.017,0.219647,0.568341,1.04221,1.25511,1.36614,1.38587,1.11254,0.711812,0.591226,0.377702,-0.301544,-0.674889,-1.10309,-0.742187,-0.708423,-0.859738,-0.425835,-0.603588,-0.460815,-0.715956,-0.878145,-0.619236,-0.573596,-0.163688,-0.0303941,-0.0175473,0.228009,0.2118,0.152252,0.49978,-0.00988488,-0.3928,-0.441087,597814,597814,662418,786863,1000080,1226020,1406020,1428990,1296570,1124890,935233,711399,484687,301794,182465,145664,139015,153572,164723,168590,163919,147289,147295,162015,200791,267402,326873,405201,483492,533041,601309,597608,524790,291701,210106,194382,171812,146183,118925,97687.8,83093.6,73456.7,597814,239126,277085,177684
341.575,0.0667678,0.440812,1.03907,1.15646,1.14996,1.1989,1.09568,0.270213,0.138038,0.177195,-0.139091,-0.712253,-1.1358,-0.851899,-0.710064,-0.677113,-0.346777,-0.685587,-0.620354,-0.939863,-0.9398,-0.660033,-0.481529,-0.41849,-0.0667328,0.0976049,0.32066,0.354575,0.611595,0.483117,0.0721176,-0.170368,0.882976,781415,781415,810852,985887,1247730,1457020,1612380,1670070,1481570,1207710,981688,784364,570584,378395,247902,202714,198775,224764,235735,229688,210696,187178,189081,215816,247607,318759,411873,526953,636483,760155,832924,795675,719221,645173,783450,879899,934899,996305,1065210,1122900,1165760,1196600,781415,312566,314005,174771
335.686,0.64927,0.686602,0.986214,1.48355,1.24766,1.38585,1.19384,0.73523,0.534986,0.0500235,-0.242728,-0.518333,-0.760221,-0.762754,-0.582987,-0.624596,-0.350025,-0.47218,-0.619822,-1.00261,-1.16356,-0.668446,-0.537563,-0.50579,-0.235288,-0.015576,0.312665,0.36132,0.550673,0.246933,-0.463555,-0.608901,-0.289882,606605,606605,777224,875524,1144070,1343220,1474390,1505210,1373700,1175660,928879,688946,479725,317797,201706,158684,149575,161707,176142,170775,146853,115312,112151,131028,148459,188994,247249,336855,432787,531841,564547,495683,409124,232470,201313,206954,187649,167841,148400,133266,123118,116944,606605,242642,237365,139066
336.343,0.5991,0.840183,1.2175,1.42136,1.27298,1.25611,1.33603,0.574741,0.362613,0.117293,-0.349164,-0.747918,-1.11502,-0.996463,-0.602014,-0.506074,-0.13897,-0.385161,-0.4981,-0.803071,-0.898911,-0.50257,-0.460618,-0.461653,-0.400342,-0.278479,0.122527,-0.00458266,0.478688,-0.286177,-0.23213,0.324533,-0.256248,667446,667446,879465,1078100,1362100,1548360,1630730,1689660,1537760,1272480,1003750,748637,512998,325101,193931,148024,142216,170353,196947,198562,179391,150537,148174,165410,183525,214716,246534,304446,350470,421317,419820,374017,391479,294224,230699,212412,195592,173414,154783,140150,129951,123808,667446,266978,223176,178188
334.412,0.374857,0.423368,1.25684,1.60108,1.25262,1.28205,1.09664,0.73807,0.621086,0.0210467,-0.0173214,-0.712734,-0.992159,-0.700485,-0.519533,-0.579154,-0.324522,-0.397394,-0.512787,-0.858266,-0.847165,-0.662728,-0.598591,-0.459311,-0.280674,0.139967,0.138384,0.0764921,0.41829,0.149886,-0.156577,0.542229,-1.5135,608770,608770,679584,861241,1236300,1446410,1512450,1480250,1338360,1165720,929796,707929,494357,313524,195765,158591,151459,163487,181348,181994,162973,139623,134420,143426,160349,201210,271809,342959,389417,452225,477567,446270,480232,311779,164374,117520,73571.3,29165,7186.82,815.809,126.819,41.5029,608770,243508,230610,143117
338.351,0.403073,0.66155,1.09408,1.47663,1.13802,1.14997,1.0995,0.457883,0.558852,0.226088,-0.587381,-0.529836,-1.27721,-0.713425,-0.693322,-0.664142,-0.492421,-0.426702,-0.648814,-0.921365,-0.835944,-0.603877,-0.653261,-0.299042,-0.0759934,0.23092,0.206504,0.0737716,0.446498,0.033082,-0.781847,-0.0526971,1.00085,657967,657967,781839,937074,1251490,1428660,1473690,1464600,1305090,1125330,932768,693948,477715,302190,188487,155917,157654,170644,189414,188182,168773,151739,157205,169230,198199,264188,358329,446430,497933,572016,586261,498858,457369,510052,686724,784405,837020,899817,967950,1023710,1064570,1092780,657967,263187,278674,165460
340.618,0.309359,0.701103,1.01137,1.62411,1.55026,1.45086,1.324,0.575665,0.979832,0.230438,-0.155364,-0.795379,-1.31972,-0.690749,-0.637406,-0.752183,-0.38112,-0.34343,-0.505307,-0.681926,-0.939312,-0.521952,-0.555232,-0.454667,-0.0128768,-0.0376619,0.130656,-0.197017,0.236205,-0.0061502,-0.130098,-1.02345,0.0171543,548898,548898,643306,753062,1068340,1376010,1531710,1549000,1365230,1209090,999041,744313,498561,297267,172579,138674,140263,158978,180977,183204,173354,152792,156447,172561,188443,248401,312310,377775,409892,463964,492875,475129,404472,273486,268324,276587,275668,265523,251509,239062,230111,224700,548898,219559,278004,189062
