"Objective_function","Main_InitAge_4","Main_InitAge_3","Main_InitAge_2","Main_InitAge_1","Main_RecrDev_1992","Main_RecrDev_1993","Main_RecrDev_1994","Main_RecrDev_1995","Main_RecrDev_1996","Main_RecrDev_1997","Main_RecrDev_1998","Main_RecrDev_1999","Main_RecrDev_2000","Main_RecrDev_2001","Main_RecrDev_2002","Main_RecrDev_2003","Main_RecrDev_2004","Main_RecrDev_2005","Main_RecrDev_2006","Main_RecrDev_2007","Main_RecrDev_2008","Main_RecrDev_2009","Main_RecrDev_2010","Main_RecrDev_2011","Main_RecrDev_2012","Main_RecrDev_2013","Main_RecrDev_2014","Main_RecrDev_2015","Main_RecrDev_2016","Main_RecrDev_2017","Main_RecrDev_2018","Main_RecrDev_2019","Main_RecrDev_2020","SSB_Virgin","SSB_Initial","SSB_1992","SSB_1993","SSB_1994","SSB_1995","SSB_1996","SSB_1997","SSB_1998","SSB_1999","SSB_2000","SSB_2001","SSB_2002","SSB_2003","SSB_2004","SSB_2005","SSB_2006","SSB_2007","SSB_2008","SSB_2009","SSB_2010","SSB_2011","SSB_2012","SSB_2013","SSB_2014","SSB_2015","SSB_2016","SSB_2017","SSB_2018","SSB_2019","SSB_2020","SSB_2021","SSB_2022","SSB_2023","SSB_2024","SSB_2025","SSB_2026","SSB_2027","SSB_2028","SSB_2029","SSB_2030","SSB_2031","SSB_unfished","SSB_Btgt","SSB_SPR","SSB_MSY"
334.145,0.00759805,0.692494,0.989203,1.30159,1.11985,1.32806,1.32331,0.768756,0.599572,0.260906,-0.209211,-0.753908,-1.22964,-0.739377,-0.581997,-0.731433,-0.382527,-0.503717,-0.608814,-0.913374,-1.15225,-0.849368,-0.372663,0.0510722,0.0734431,0.233161,0.214889,0.298791,0.448884,0.322539,-0.675999,-0.446753,0.11692,607797,607797,665815,794641,1020180,1176630,1313600,1425660,1353680,1181300,964392,731034,499050,306856,184642,150800,146785,161470,176080,172151,153405,124270,113892,142171,204754,277475,353641,429364,500166,572516,604032,525385,438282,311768,314120,327489,332109,331097,327035,322406,318932,316939,607797,243119,258802,154292
338.116,0.43281,0.845353,1.14532,1.38381,1.15589,1.17524,1.12533,0.697341,0.495938,0.256952,-0.502228,-0.829435,-1.2493,-0.85835,-0.486409,-0.713622,-0.386413,-0.741225,-0.460042,-0.958538,-0.932277,-0.864816,-0.614013,-0.586575,-0.124525,-0.0407337,0.222798,0.346119,0.180597,0.327825,-0.639175,0.333067,0.863281,658357,658357,830090,1012000,1275960,1427770,1483310,1486460,1369750,1186810,974683,728963,489134,301075,180386,150704,146549,158919,163136,166671,154226,131978,122473,133676,151076,206105,271277,352244,443995,495668,524112,468977,468892,483261,577247,633346,668561,710660,756922,795479,824064,844297,658357,263343,246383,154198
327.004,0.443754,0.648644,1.10298,1.42655,1.25649,1.35434,1.25568,0.790513,0.425363,0.0293137,-0.326524,-0.652584,-1.42802,-0.858054,-1.06989,-0.841975,-0.422662,-0.534949,-0.43166,-0.742645,-0.912122,-0.717661,-0.589717,-0.43896,-0.153528,-0.00532042,0.231733,0.394583,0.432585,0.362258,-0.601291,-0.0555241,0.628309,632505,632505,757311,903728,1184690,1386830,1519320,1574120,1462050,1239680,968786,713184,488381,299100,173308,123831,117743,140471,157008,162398,156968,140053,136988,151036,173362,225945,291470,379431,492710,600134,658739,587938,522804,446201,512735,559159,582866,609018,637921,662023,679348,690014,632505,253002,281466,174887
329.99,0.234763,0.381808,1.06059,1.43454,1.40042,1.32799,1.24261,0.805356,0.46028,0.157841,-0.287576,-0.68262,-1.2938,-0.893669,-0.763013,-0.756914,-0.403161,-0.533401,-0.494813,-0.817714,-0.826036,-0.727309,-0.570531,-0.300908,-0.232285,0.0103812,0.243203,0.074778,0.294859,-0.0841706,-0.0525744,0.0131456,0.577929,644341,644341,685733,820214,1133800,1420350,1578500,1618350,1500910,1279600,1017800,761289,524096,326977,193748,145406,134509,150063,166903,171553,160903,144179,140264,153016,183901,233272,293677,376636,434465,486176,487015,458818,450746,407525,458934,494600,512505,532461,555678,575314,589577,598850,644341,257736,253234,141862
328.638,-0.116403,0.48743,1.07265,1.42554,1.1992,1.28261,1.23243,0.703277,0.61855,0.160793,-0.123197,-0.633028,-1.08342,-0.967903,-0.718395,-0.715359,-0.336185,-0.395564,-0.491044,-0.896714,-0.713933,-0.674601,-0.455004,-0.211309,-0.160744,0.0527197,0.186446,-0.0595677,0.518021,-0.385424,-0.177313,-0.490334,0.86578,594178,594178,601845,742641,1030010,1223640,1333310,1385860,1283720,1119480,906688,688156,477115,298555,171176,125604,119098,138261,160279,163119,146096,131963,131965,148811,182658,232521,290204,357238,391841,462515,454347,404038,362797,365281,493015,560681,595572,641537,690313,729548,757657,776049,594178,237671,235024,130794
328.575,0.0973528,0.864721,1.1646,1.49715,1.54196,1.44155,1.30477,0.760085,0.615597,0.280549,-0.216643,-0.603358,-1.00342,-0.834367,-0.817614,-0.775519,-0.321534,-0.466506,-0.540408,-1.0069,-0.87998,-0.678185,-0.898166,-0.310201,-0.420561,-0.158997,0.0868619,-0.0703607,0.259894,-0.113587,-0.274313,-0.172205,0.647738,546349,546349,643262,806036,1075330,1343750,1497850,1515580,1365600,1157100,926084,689189,466853,289027,166888,122435,119341,142762,158577,153888,133128,114683,115685,115225,133934,168335,205672,264906,316753,389181,422521,406761,397627,395632,482497,534865,559333,585329,615203,641640,661521,673757,546349,218539,259519,169075
329.417,0.188236,0.623075,1.0241,1.25458,1.18091,1.30178,1.1686,0.612484,0.503628,0.148138,-0.272492,-0.371343,-1.16685,-0.859368,-0.719162,-0.654172,-0.257108,-0.544294,-0.473909,-0.744592,-0.943542,-0.691559,-0.650719,-0.315098,-0.101853,-0.0950128,0.154106,0.0588939,0.466292,-0.0937406,-0.282218,-0.0244695,0.576687,631477,631477,704584,837367,1058060,1231670,1372600,1429690,1308800,1123980,908784,685909,490410,318500,191829,142359,128804,147735,163991,167254,158197,135383,127637,135447,163577,222733,275031,334463,377949,440119,443598,394684,375692,333966,383013,412052,427723,448971,471841,490219,503169,511311,631477,252591,223412,161863
331.872,0.451324,0.778921,1.17286,1.45913,1.33891,1.41621,1.31609,0.635152,0.69096,0.107797,-0.385325,-0.620568,-0.97964,-0.720918,-0.993012,-0.873189,-0.266797,-0.566999,-0.462749,-0.677674,-0.89186,-0.538996,-0.379882,-0.283934,0.0152088,-0.214841,0.0839765,0.073114,0.39978,0.092266,-0.812502,-0.439316,0.076503,590211,590211,733784,894789,1164820,1368670,1506080,1559230,1406890,1207530,965661,705123,476203,300372,184276,139443,134836,168304,185326,183711,179181,163943,169768,199213,233188,300833,349927,411177,479848,578228,619282,536421,447849,306074,298408,306510,306050,295837,280023,265176,254342,247862,590211,236084,305779,210005
333.29,0.15853,0.791945,1.27005,1.37087,1.46188,1.51617,0.989979,0.724875,0.62468,-0.0299443,-0.29308,-0.680289,-1.12105,-0.780074,-0.825857,-0.967955,-0.383057,-0.49013,-0.698336,-0.932513,-0.954289,-0.669904,-0.437183,-0.291755,-0.236598,-0.112731,0.174823,0.133677,0.354348,0.339944,-0.378477,0.0626466,0.308805,586837,586837,684680,887741,1143710,1378840,1573330,1534100,1345900,1156320,909978,663632,447584,274623,160903,122288,111547,128773,146858,139028,120565,103921,107001,128696,155056,194246,239641,312752,387172,472705,542622,512122,482407,373675,369348,375979,379847,383792,387024,388494,388968,389007,586837,234735,261054,162198
337.139,0.25695,0.511001,0.841658,0.992047,1.38006,1.2213,1.0827,0.816105,0.627729,0.123885,-0.0944456,-0.770905,-1.15147,-1.12094,-0.565233,-0.587421,-0.286939,-0.511174,-0.513101,-0.905463,-0.87002,-0.605995,-0.458169,-0.498931,-0.181618,-0.178229,0.258934,0.222394,0.463292,0.33651,-0.430231,-0.059923,0.655646,672480,672480,739655,823671,968636,1226360,1419320,1457860,1380130,1240840,1017820,784843,550961,350524,206276,157945,148474,163256,179246,181572,164377,141229,140391,160449,180563,228733,275954,350257,418325,485002,518625,464598,422217,390421,463532,514383,540191,564802,593251,617922,636262,649156,672480,268992,229578,175874
332.336,0.475726,0.687732,1.40981,1.49081,1.47923,1.47504,1.32523,0.846815,0.93848,0.551573,-0.172919,-0.434056,-0.98386,-0.914352,-0.654782,-0.205991,-0.182983,-0.35643,-0.46529,-0.705223,-0.785719,-0.554481,-0.639013,-0.471551,-0.277486,-0.289413,-0.0362915,-0.171704,-0.0268294,-0.361673,-0.475841,-0.740376,-0.774183,520704,520704,637731,838479,1111120,1316830,1446550,1466420,1335160,1191590,1010020,767102,527372,332614,190492,137828,137636,151056,160666,155377,138342,116037,110373,113429,123452,157775,187294,222594,246826,265056,257005,229077,200736,136980,132463,130878,108536,81794.4,58424,42218.1,32606.2,27504,520704,208282,184677,133035
337.461,0.204016,0.520032,1.24434,1.70633,1.39989,1.28456,1.14084,0.707847,0.757121,0.28478,-0.261997,-0.485424,-1.1423,-0.730139,-0.617409,-0.463585,-0.16038,-0.579864,-0.410517,-0.73021,-0.871515,-0.58242,-0.690193,-0.361044,-0.125751,-0.119289,0.128975,-0.135027,0.125865,-0.0490924,-0.0287228,-0.375626,-0.584089,574062,574062,627782,805818,1208480,1470920,1531060,1478530,1316850,1155050,952001,713514,492605,309447,185186,142151,138304,161806,170517,168555,156905,133827,128912,132783,151306,201947,247907,301164,328940,353666,360756,352536,328999,212023,166585,162219,139105,113259,89611,71896.8,60427.4,53669.6,574062,229625,214625,137925
336.133,0.0458564,0.407605,0.954736,1.06705,1.01957,1.18915,1.04509,0.508882,0.362781,0.157419,-0.49969,-0.745061,-1.27895,-0.907196,-0.600374,-0.750065,-0.454744,-0.531057,-0.686711,-0.732575,-0.762179,-0.440321,-0.45497,-0.295167,0.0367369,-0.0267765,0.232465,0.427011,0.515229,0.0706573,-0.282174,0.246343,1.16143,762827,762827,781117,921062,1136810,1297180,1452080,1524070,1404720,1209450,997788,759247,528175,339061,213332,175267,166652,179115,198501,197813,189694,180301,195494,221606,254747,331035,397583,470273,561035,645491,642671,569276,566817,660479,884697,1013590,1080070,1157730,1247900,1321270,1374380,1415700,762827,305131,275911,187102
335.05,0.0493832,0.772702,1.31833,1.29932,1.27969,1.23319,1.23829,0.428657,0.458004,0.230362,-0.369212,-0.676338,-1.31721,-0.96096,-0.802781,-0.840493,-0.259129,-0.42561,-0.490443,-0.827645,-0.975223,-0.5805,-0.368352,-0.264446,-0.0932789,-0.11517,0.279047,0.302516,0.284395,0.0296945,-0.483147,0.655757,-0.00939601,685835,685835,778867,1045540,1330460,1518160,1616670,1653950,1476440,1236280,1007900,764556,530298,334543,200271,158180,157217,193525,222895,225751,210179,184858,189124,224096,265251,327813,385837,483581,590750,663789,663400,584589,637151,509851,409967,356744,334888,320434,305794,291530,279463,270716,685835,274334,315300,201377
338.353,0.0950714,0.219711,1.08685,1.61653,1.47869,1.26079,1.31595,0.504753,0.595804,0.162476,-0.523289,-0.836575,-1.4062,-1.05164,-0.703742,-0.795819,-0.242463,-0.512086,-0.434775,-0.743516,-0.937908,-0.531449,-0.412702,-0.23562,-0.221696,-0.0417306,0.303183,0.277304,0.259316,0.281103,-0.113469,0.623004,-0.335865,640964,640964,638004,781481,1193370,1541410,1658270,1680610,1497820,1263690,1016670,745252,495466,298632,166580,130080,132129,163757,183104,186019,178063,157466,162302,189646,225727,273144,328480,423232,514637,573377,602841,572047,617303,456031,325142,255620,225079,202798,180860,161849,147218,137204,640964,256386,276745,167498
333.595,0.0903102,0.533098,1.1226,1.23372,1.4174,1.29895,1.18687,0.710644,0.454593,-0.126259,-0.152539,-0.884614,-1.0884,-0.816319,-0.662659,-0.909308,-0.608079,-0.497313,-0.485117,-0.768956,-0.790074,-0.491253,-0.594241,-0.140758,-0.151844,-0.0413903,0.338323,0.205835,0.373873,0.526046,0.238473,-0.647225,0.125614,651828,651828,696188,862713,1105040,1367760,1538560,1572020,1441650,1227320,953925,712076,487951,304606,186935,149953,137380,138924,156094,167366,160918,147519,157437,173243,212268,271255,326779,419454,496269,560806,629109,638116,554380,361704,338931,345981,349113,348969,346621,343421,340738,339024,651828,260731,265025,150141
334.177,0.20223,0.686997,1.11961,1.52202,1.26583,1.28572,1.03564,0.698241,0.489119,0.311818,-0.194891,-0.962566,-1.15692,-0.85511,-0.83141,-0.860255,-0.391486,-0.415763,-0.765262,-0.913644,-0.951313,-0.50344,-0.664026,-0.279368,-0.0432243,0.135608,0.424208,0.240551,0.748776,0.451445,-0.256506,-0.873668,0.301047,665421,665421,758687,936571,1286600,1519380,1618320,1583640,1425480,1225320,1010810,782348,535303,333393,203941,154097,139862,158799,185436,178376,156735,137639,149340,164883,193606,261525,345365,459638,544439,671960,739742,665965,538540,364798,388964,420231,434315,444948,454125,460745,465423,468532,665421,266168,272271,154916
327.538,0.204706,0.598473,0.945511,1.40525,1.39009,1.4019,1.18485,0.75071,0.406647,0.332408,-0.254952,-0.823366,-0.931097,-0.645607,-0.636184,-0.646448,-0.196309,-0.512565,-0.495351,-0.963867,-0.945723,-0.643275,-0.587,-0.341395,-0.363505,-0.0322659,0.0974891,0.00277062,0.295628,-0.109014,0.0654972,-0.127642,0.173634,626916,626916,696956,807438,1078910,1351410,1538040,1572290,1434720,1209920,980454,747305,508642,323165,208778,165938,152998,175027,191122,188510,165882,137663,134060,147040,172592,210429,262401,327039,372877,427169,435174,424506,412116,329891,321953,326371,328493,328580,327467,325853,324460,323556,626916,250767,237838,143368
326.886,-0.103281,0.51741,0.98203,1.39088,1.13756,1.15711,1.07762,0.418182,0.481417,0.0537573,-0.469302,-0.652636,-1.31119,-1.10546,-0.723928,-0.712534,-0.390931,-0.632282,-0.569407,-0.72277,-0.794934,-0.434046,-0.498988,-0.290813,-0.041678,0.144546,0.383386,0.404099,0.649158,0.197868,0.054993,-0.0602075,0.464374,709176,709176,724866,876419,1199190,1415650,1508960,1524920,1364300,1169530,951173,711000,493469,312748,181527,138469,136934,159147,173435,174841,171081,161007,175362,198074,228620,295258,378094,481020,572711,668611,680211,628580,585075,471670,492601,519217,537092,557008,579695,599559,614287,624117,709176,283670,265197,168149
343.01,0.300141,0.42474,0.819839,1.38213,1.32182,1.04334,1.06647,0.438613,0.333189,0.390186,-0.382375,-0.490316,-1.10288,-1.05231,-0.553883,-0.672489,-0.260503,-0.389902,-0.436742,-0.892177,-0.87094,-0.412321,-0.403441,-0.359827,0.0267203,0.028076,0.368413,0.401842,0.385811,0.377482,-0.000176353,-0.452041,-0.376485,615075,615075,670100,736006,990096,1242110,1315200,1297370,1155260,967985,810303,625182,436124,276768,156493,128001,136087,162382,184017,188121,170717,148341,160701,187857,210517,272979,340611,433135,528204,591677,619147,583875,505880,276209,208844,203962,180764,155940,131962,113817,101525,93736.3,615075,246030,256911,149449
344.858,0.305647,0.387607,1.03049,1.19742,1.39815,1.25314,1.24714,0.575727,0.677113,0.2789,-0.15968,-0.687028,-0.860397,-0.676697,-0.576077,-0.353527,-0.15441,-0.363103,-0.397679,-0.769843,-0.741772,-0.500346,-0.438607,-0.533462,-0.320412,-0.299146,0.199766,0.153195,0.263263,-0.582746,-0.408611,-0.615815,0.471807,596659,596659,647046,755153,955736,1193560,1343800,1397760,1273660,1110830,920827,704743,485579,311211,197174,153811,146632,162900,178819,180439,162583,138607,135209,147951,158248,188780,218410,277385,333706,374307,343550,289246,252754,237214,297028,331857,346553,358761,370819,381240,389406,395060,596659,238663,200194,159062
347.575,-0.0581279,0.35763,1.52521,1.44322,1.49602,1.46389,1.31501,0.726427,0.595359,0.273283,-0.20362,-0.700099,-0.585556,-0.900607,-1.00216,-0.934306,-0.515422,-0.319643,-0.520377,-1.00513,-1.14984,-0.808587,-0.599309,-0.140802,0.138397,0.00856814,0.408111,0.303203,0.528064,0.377694,-0.504474,-0.592784,-0.419243,545651,545651,545479,806001,1123880,1354320,1501090,1524130,1367240,1151070,918545,683948,459900,297888,179873,130044,124551,140932,165806,168639,146318,117454,112682,129137,166811,238119,298521,401479,518667,653014,733250,652228,520301,268520,198195,186131,170577,147160,116713,91545.9,73638.5,60745.5,545651,218260,309982,221451
329.09,0.074435,0.725405,1.18974,1.33128,1.42736,1.41524,1.26318,0.874593,0.72956,0.0922502,0.0436543,-0.622105,-1.24592,-0.74095,-0.683623,-0.700839,-0.344767,-0.463053,-0.507405,-1.13592,-1.00866,-0.522451,-0.646586,-0.331816,-0.156455,0.0221938,0.100117,0.0660976,0.339963,-0.0968616,-0.474135,0.254138,-0.267657,553121,553121,621251,785237,1011060,1227700,1386180,1426010,1324310,1165140,929117,702985,488308,298413,172939,132997,131059,150403,165502,163772,138657,112136,120178,134044,152301,198491,256869,319502,375176,450381,469320,420992,427548,320813,257767,225959,210138,193755,174500,157430,144826,136613,553121,221248,253575,161466
330.352,0.240479,0.408612,1.14668,1.17679,1.20357,1.11678,1.29297,0.754441,0.523068,0.198911,-0.290043,-0.777345,-1.22711,-1.03253,-0.782544,-0.700971,-0.327748,-0.476831,-0.477459,-0.870064,-0.959686,-0.737621,-0.37216,-0.308579,0.0337588,0.0910445,0.268664,0.283032,0.61931,0.524731,-0.52513,0.607742,-0.62477,656368,656368,704436,868032,1094910,1270440,1363110,1450940,1392150,1216910,991205,750124,514360,320662,185806,138750,137460,163909,184728,188268,173437,149241,143988,171878,208432,277417,353812,439530,518927,625532,699574,629075,639619,414115,261261,187215,154718,125350,98859.2,79018.9,65597,57174.2,656368,262547,268902,153524
333.697,0.35422,0.484387,1.30444,1.34417,1.31719,1.06633,0.931709,0.584054,0.358397,0.065934,-0.301934,-0.652853,-1.36202,-1.19886,-0.592737,-0.751351,-0.479032,-0.422423,-0.619886,-0.817707,-0.944054,-0.431651,-0.443208,-0.284229,-0.183062,0.228376,0.489388,0.586333,0.679221,0.35225,-0.283069,-0.855761,0.47743,698535,698535,786754,1022110,1339130,1561120,1607790,1525310,1358490,1156170,929072,705808,496099,312549,176330,136307,132225,145105,170305,175457,163433,144010,156947,185559,218179,270576,356636,478639,598290,694431,706708,622022,509283,377585,446125,496775,523910,554287,586315,612396,631031,643088,698535,279414,251142,177560
331.2,0.380086,0.818391,1.26283,1.20645,1.39158,1.27913,1.13613,0.545434,0.52727,0.290194,-0.13552,-0.600534,-1.35668,-0.873185,-0.503033,-0.558454,-0.259449,-0.63714,-0.526293,-0.839884,-0.785182,-0.55966,-0.517924,-0.369612,-0.185829,0.252924,0.152883,0.167304,0.158834,-0.0625613,-0.225413,-0.443027,-0.130063,615887,615887,761396,964738,1165440,1358670,1481020,1478080,1313240,1115790,916492,708583,496742,307680,178647,142974,140987,159673,166982,162764,149043,132734,135748,150904,173052,220449,302448,373499,417085,438741,423994,384571,343115,239159,221338,224775,214005,201135,187039,175237,167171,162473,615887,246355,225736,149005
335.267,0.301228,0.293958,1.07437,1.34411,1.35671,1.07461,1.24901,0.756135,0.678816,0.150927,-0.394729,-0.526871,-1.27217,-0.788912,-0.484258,-0.636311,-0.307485,-0.471069,-0.483934,-1.1471,-0.825639,-0.572229,-0.469379,-0.563178,0.0204581,0.0713807,0.22817,0.322284,0.223819,0.101132,0.163377,-0.150993,-0.316231,622303,622303,661328,786878,1056230,1302530,1380340,1411980,1331580,1185010,968231,717244,494676,310660,186359,154254,151952,168871,185034,186123,159264,135070,139963,160230,173477,234063,308850,384742,460869,504907,505347,494520,466972,307998,237650,213432,196886,180153,161720,145739,134055,126534,622303,248921,244251,137735
336.381,-0.104318,0.739438,1.16235,1.42943,1.40577,1.30285,1.36379,0.706562,0.497344,0.331157,0.0332933,-0.539378,-0.879864,-0.953726,-0.480177,-0.324533,-0.17946,-0.406918,-0.354634,-0.745938,-0.909196,-0.586918,-0.751455,-0.335575,-0.152296,-0.213382,-0.0249319,0.109966,0.0501912,-0.437519,-0.859724,-0.480963,0.588764,541940,541940,591229,750857,1005510,1223560,1331890,1384880,1272790,1069830,860252,665761,466266,295536,168919,127912,129683,147298,159751,162037,147266,119571,110991,111131,129419,177130,213586,249296,290127,315269,293344,239266,212103,233848,313628,358632,378175,394999,413158,429175,441503,449973,541940,216776,190891,141154
329.241,0.0539147,0.642809,0.974595,1.31331,1.38337,1.3279,1.06391,0.487023,0.653007,0.116492,-0.151777,-0.832525,-0.930212,-0.90818,-0.702391,-0.724869,-0.519066,-0.320301,-0.60145,-0.806879,-0.777181,-0.657864,-0.538785,-0.27619,-0.152678,-0.117625,0.203863,0.399485,0.276545,0.288811,-0.528235,-0.378568,0.739742,627311,627311,683573,809252,1050460,1307470,1475230,1473870,1296240,1124060,918972,700033,480106,303954,183846,139582,131272,139332,164981,169228,154302,139699,139729,153856,184340,237291,285346,355565,449842,512407,536621,477840,412753,386171,491730,558609,591117,624233,660883,691698,714378,729729,627311,250924,244368,138444
333.558,0.447789,0.696685,1.05672,1.49563,1.34616,1.51354,1.41251,0.791157,0.903649,0.289383,-0.308695,-0.328951,-0.920103,-0.896033,-0.514575,-0.492373,-0.263126,-0.465714,-0.526513,-0.736474,-0.808203,-0.651422,-0.496834,-0.407218,-0.211401,-0.288317,0.274902,0.18742,0.442404,0.0637845,-0.999781,-1.00605,-0.599945,523232,523232,634717,739175,984377,1184300,1346500,1435450,1324300,1173290,960776,704792,484058,308947,177622,133549,128572,141207,151086,145954,132298,114225,109100,120129,136996,174337,204310,267992,332891,400561,416458,345108,266310,157877,150475,151899,131881,111248,90049.2,73484.6,62425.7,55689.8,523232,209293,202076,118164
324.946,0.126866,0.594792,1.26584,1.50677,1.28295,1.27984,1.29319,0.75016,0.639593,0.351361,-0.150659,-0.536799,-1.07842,-0.780394,-0.546182,-0.481495,-0.152314,-0.462665,-0.429016,-0.63258,-0.845418,-0.523857,-0.447436,-0.211683,-0.24267,-0.262696,0.0104903,0.0393139,0.186455,-0.159416,0.0682056,-0.700044,-0.752094,571426,571426,626259,813501,1124520,1314840,1391500,1424410,1314710,1139190,935886,713726,495069,311329,185110,142844,134247,151504,164658,164214,154589,132355,127824,141624,170278,210197,236041,270172,304246,337411,335427,327304,293231,176869,146197,141807,118503,87015.1,61238.7,43549.8,33094.1,27597.5,571426,228571,199610,147902
332.568,-0.0445021,0.600012,1.08779,1.46374,1.52773,1.35186,1.20951,0.670773,0.476881,0.337947,-0.507911,-0.486168,-1.09375,-0.554625,-0.61528,-0.716707,-0.368363,-0.519886,-0.396899,-0.897694,-0.967707,-0.590836,-0.44939,-0.404291,0.0419941,0.0419962,0.0782016,0.25646,0.266685,0.113588,-0.116643,-0.148088,-0.646429,568599,568599,601510,741992,1026440,1321720,1471640,1470230,1313760,1100680,889133,655442,443153,276170,172028,139696,131315,143155,155471,161348,147040,121614,121384,141754,162493,221345,284845,338219,400243,454254,468272,439904,407285,251842,176155,162396,134839,107689,82001.5,63110,50758.5,43158.8,568599,227440,233264,133590
338.425,0.0620476,0.7082,1.076,1.22948,1.15549,1.06652,0.960782,0.415456,0.43737,0.188704,-0.489204,-0.899335,-1.40234,-0.955756,-0.855143,-0.589013,-0.531382,-0.672851,-0.684385,-0.760547,-0.97091,-0.339665,-0.231304,-0.174827,0.109829,0.0195252,0.451805,0.58044,0.699924,0.0816056,-0.665212,0.797727,0.180971,756966,756966,842730,1041200,1305540,1494720,1569250,1545590,1378310,1189200,993562,759150,519849,323931,197632,152885,157288,175201,183797,181108,176095,161211,185528,237426,286443,369122,439084,543244,668433,782436,768204,643890,728410,620552,526823,472725,454101,451294,455504,462002,467624,471283,756966,302786,285769,170783
324.498,0.385488,0.647925,1.17608,1.38466,1.27023,1.14503,1.20344,0.820486,0.562479,0.156545,-0.0803402,-0.544043,-1.14459,-0.787781,-0.501908,-0.579492,-0.42825,-0.407813,-0.408736,-0.906971,-0.964611,-0.419941,-0.543474,-0.399291,-0.114943,-0.147444,0.208669,-0.0285335,0.287494,-0.0861277,-0.601998,-0.182573,0.0303309,587584,587584,693263,849050,1100880,1278640,1334360,1346260,1266800,1109070,892261,679475,476779,299113,177960,144961,145492,155227,170593,178400,161347,133862,141882,159643,176358,224878,271290,337253,381707,430108,436513,380679,349187,275868,273134,277220,277034,271926,263889,256357,250954,247767,587584,235033,237128,132629
333.209,0.144898,0.822522,1.37062,1.57749,1.3515,1.46888,1.36563,0.775434,0.596286,0.214085,-0.166788,-0.6986,-1.09757,-0.856279,-0.384907,-0.59809,-0.31114,-0.397246,-0.513974,-1.04322,-0.891467,-0.770572,-0.456487,-0.167543,-0.0776737,-0.25671,0.15509,0.0361225,0.338834,0.282568,-0.890206,-1.19237,0.27087,559792,559792,658375,887961,1216370,1409650,1526820,1571670,1429660,1207610,956700,712150,482076,295503,170010,140212,139570,151881,167382,165805,140997,115735,109028,126185,162675,214792,246140,297905,345617,403303,445844,389562,301650,220960,266575,299573,311065,315001,316776,317959,319347,320814,559792,223917,221061,122501
328.292,0.175666,0.648877,1.26774,1.62854,1.54789,1.36939,1.28737,0.716014,0.578067,0.283238,-0.072647,-0.634591,-0.885058,-0.838593,-0.774426,-0.689771,-0.39019,-0.471611,-0.583751,-0.957578,-1.04109,-0.713854,-0.553668,-0.397871,-0.08459,-0.0301015,0.236057,0.0832347,0.318894,-0.268849,-0.619249,-0.772743,0.639259,573654,573654,644704,835910,1198840,1500290,1614940,1601320,1430160,1203720,965183,734173,507877,323971,195341,147635,148426,170866,186726,182346,161606,135812,133395,150706,173584,227256,288193,371251,442589,521313,522132,449099,375981,351857,462056,531348,560906,583741,607293,628739,646294,658232,573654,229462,285788,192140
334.785,0.0811313,0.925671,1.1628,1.51545,1.42965,1.44083,1.20419,0.643306,0.547145,0.234722,-0.0565364,-0.552425,-0.706394,-0.725728,-0.395256,-0.505909,-0.23894,-0.320915,-0.340078,-1.08806,-1.03639,-0.761417,-0.7163,-0.401346,-0.203541,-0.168302,0.142168,-0.0408369,0.196771,0.19983,-0.597554,-0.7311,-0.136646,538357,538357,644711,808789,1075060,1296170,1429070,1427330,1260740,1056860,842466,638601,441278,284207,173881,140323,135758,148038,165970,171781,145470,109631,97100.8,100968,119586,162440,201508,255467,296069,336087,367193,331886,276136,182195,190838,196063,185151,171865,157690,146505,139265,135217,538357,215343,201850,131316
331.273,0.494453,0.867244,1.04729,1.49561,1.43234,1.27451,1.13549,0.633674,0.606396,0.23493,-0.060696,-0.589524,-1.09144,-0.648245,-0.509118,-0.534939,-0.293791,-0.427431,-0.474863,-1.06993,-0.900061,-0.739982,-0.512044,-0.298227,-0.064904,-0.0963472,0.219858,0.0326111,0.168178,-0.268459,-0.312001,-0.151896,-0.598685,563981,563981,726475,848658,1102020,1336620,1427850,1396440,1239780,1062350,862232,659826,458333,284434,172763,144229,149259,168366,182459,181336,155666,128869,123289,138298,166077,219427,267409,334661,386145,425153,414456,374364,356554,239783,181840,170545,145582,121271,96530.2,77657.6,65049.8,57074.5,563981,225592,240201,142575
338.141,0.447734,0.514436,1.15075,0.966082,1.10205,1.1447,1.04329,0.501248,0.761022,-0.0564768,-0.427272,-0.567844,-1.40469,-0.836463,-0.748962,-0.834796,-0.325666,-0.297151,-0.587032,-0.878401,-0.999071,-0.747006,-0.503425,-0.343114,0.0449909,-0.0961956,0.313262,0.219485,0.447353,0.481307,-0.197447,0.223456,0.48984,645832,645832,749710,903517,1048290,1157860,1259680,1291500,1178770,1076710,889855,654938,451530,278963,163064,126028,118072,140713,174119,176608,157098,132210,126593,145749,176938,246483,304527,385744,458621,530065,588829,553967,531321,436532,447095,461980,473951,491607,511962,529059,541223,548901,645832,258333,247814,148137
